,title,genres,overview,release_date,runtime,review,content to embed
124,The Nun II,"['Horror', 'Mystery', 'Thriller']","In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",2023-09-06,110,6.947,"Movie Name: The Nun II 
 Movie Genre: ['Horror', 'Mystery', 'Thriller'] 
 Movie Overview: In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil. 
 Movie Release Date: 2023-09-06 
 Movie Runtime: 110 
 Movie Review: 6.947"
125,Hoodwinked!,"['Animation', 'Comedy', 'Family', 'Crime']","Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman.",2005-12-16,82,6.2,"Movie Name: Hoodwinked! 
 Movie Genre: ['Animation', 'Comedy', 'Family', 'Crime'] 
 Movie Overview: Little Red Riding Hood: A classic story, but there's more to every tale than meets the eye. Before you judge a book by its cover, you've got to flip through the pages. In the re-telling of this classic fable, the story begins at the end of the tale and winds its way back. Chief Grizzly and Detective Bill Stork investigate a domestic disturbance at Granny's cottage, involving a karate-kicking Red Riding Hood, a sarcastic wolf and an oafish Woodsman. 
 Movie Release Date: 2005-12-16 
 Movie Runtime: 82 
 Movie Review: 6.2"
126,Ewald Lienen - Eine griechische Tragödie,['Documentary'],,2023-10-23,0,0.0,"Movie Name: Ewald Lienen - Eine griechische Tragödie 
 Movie Genre: ['Documentary'] 
 Movie Overview:  
 Movie Release Date: 2023-10-23 
 Movie Runtime: 0 
 Movie Review: 0.0"
127,Locked In,['Thriller'],"A kindly nurse tries to unlock the secrets of a coma patient's injury - and discovers the bitter rivalry, infidelity, betrayal and murder behind them.",2023-11-01,96,6.324,"Movie Name: Locked In 
 Movie Genre: ['Thriller'] 
 Movie Overview: A kindly nurse tries to unlock the secrets of a coma patient's injury - and discovers the bitter rivalry, infidelity, betrayal and murder behind them. 
 Movie Release Date: 2023-11-01 
 Movie Runtime: 96 
 Movie Review: 6.324"
128,Love in Quarantine,"['Romance', 'Comedy']",A quarrelling couple are forced to quarantine together after the household maid becomes ill of an infectious disease.,1910-11-17,0,0.0,"Movie Name: Love in Quarantine 
 Movie Genre: ['Romance', 'Comedy'] 
 Movie Overview: A quarrelling couple are forced to quarantine together after the household maid becomes ill of an infectious disease. 
 Movie Release Date: 1910-11-17 
 Movie Runtime: 0 
 Movie Review: 0.0"
129,His New Lid,['Comedy'],A comedy short about a man trying to get a new hat.,1910-11-24,10,0.0,"Movie Name: His New Lid 
 Movie Genre: ['Comedy'] 
 Movie Overview: A comedy short about a man trying to get a new hat. 
 Movie Release Date: 1910-11-24 
 Movie Runtime: 10 
 Movie Review: 0.0"
130,Strays,"['Comedy', 'Adventure']","When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",2023-08-17,93,7.533,"Movie Name: Strays 
 Movie Genre: ['Comedy', 'Adventure'] 
 Movie Overview: When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is. 
 Movie Release Date: 2023-08-17 
 Movie Runtime: 93 
 Movie Review: 7.533"
131,Angry Video Game Nerd: The Movie,"['Science Fiction', 'Adventure', 'Comedy']","Based on the hit web series of the same name, the science fiction/adventure/comedy, Angry Video Game Nerd: The Movie, follows a disgruntled gamer who must overcome his fear of the worst video game of all time in order to save his fans. Hilarity ensues as a simple road trip becomes an extravagant pursuit of the unexpected.",2014-07-21,115,5.3,"Movie Name: Angry Video Game Nerd: The Movie 
 Movie Genre: ['Science Fiction', 'Adventure', 'Comedy'] 
 Movie Overview: Based on the hit web series of the same name, the science fiction/adventure/comedy, Angry Video Game Nerd: The Movie, follows a disgruntled gamer who must overcome his fear of the worst video game of all time in order to save his fans. Hilarity ensues as a simple road trip becomes an extravagant pursuit of the unexpected. 
 Movie Release Date: 2014-07-21 
 Movie Runtime: 115 
 Movie Review: 5.3"
132,She Never Knew,['Drama'],"Left with the care of his little grandchild through the death of his daughter, old Mr. Blinn tries in every way to give her the cure and attention which she needs.",1912-04-02,0,0.0,"Movie Name: She Never Knew 
 Movie Genre: ['Drama'] 
 Movie Overview: Left with the care of his little grandchild through the death of his daughter, old Mr. Blinn tries in every way to give her the cure and attention which she needs. 
 Movie Release Date: 1912-04-02 
 Movie Runtime: 0 
 Movie Review: 0.0"
133,SKY-216 好色妻降臨 Vol.24 : 朝桐光,['Drama'],,2011-11-18,110,0.0,"Movie Name: SKY-216 好色妻降臨 Vol.24 : 朝桐光 
 Movie Genre: ['Drama'] 
 Movie Overview:  
 Movie Release Date: 2011-11-18 
 Movie Runtime: 110 
 Movie Review: 0.0"
134,The Godmother,['Comedy'],"Everything is arranged by Dick and his college chums to have their sweethearts from the city, with their chaperone, visit them to spend the day. At the eleventh hour the boys receive a telephone message from the girls informing them that their chaperone has disappointed them, and they will not be able to come. The boys are disconsolate. While they are deploring the matter, their tailor, the ninth part of a man, enters. Struck with a sudden idea, they seize him and compel him to impersonate Dick's godmother.",1912-10-08,0,0.0,"Movie Name: The Godmother 
 Movie Genre: ['Comedy'] 
 Movie Overview: Everything is arranged by Dick and his college chums to have their sweethearts from the city, with their chaperone, visit them to spend the day. At the eleventh hour the boys receive a telephone message from the girls informing them that their chaperone has disappointed them, and they will not be able to come. The boys are disconsolate. While they are deploring the matter, their tailor, the ninth part of a man, enters. Struck with a sudden idea, they seize him and compel him to impersonate Dick's godmother. 
 Movie Release Date: 1912-10-08 
 Movie Runtime: 0 
 Movie Review: 0.0"
135,O Pianista,['Drama'],,2023-12-29,0,0.0,"Movie Name: O Pianista 
 Movie Genre: ['Drama'] 
 Movie Overview:  
 Movie Release Date: 2023-12-29 
 Movie Runtime: 0 
 Movie Review: 0.0"
136,Hoodwinked Too! Hood VS. Evil,"['Comedy', 'Animation', 'Family']","Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",2011-04-29,86,5.1,"Movie Name: Hoodwinked Too! Hood VS. Evil 
 Movie Genre: ['Comedy', 'Animation', 'Family'] 
 Movie Overview: Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel. 
 Movie Release Date: 2011-04-29 
 Movie Runtime: 86 
 Movie Review: 5.1"
137,Song of the Shell,['Romance'],"Suffering with ennui, bored by society, Annie Bradley, a wealthy girl, is anxious to make her time more profitable by doing something worthwhile.",1912-12-13,0,0.0,"Movie Name: Song of the Shell 
 Movie Genre: ['Romance'] 
 Movie Overview: Suffering with ennui, bored by society, Annie Bradley, a wealthy girl, is anxious to make her time more profitable by doing something worthwhile. 
 Movie Release Date: 1912-12-13 
 Movie Runtime: 0 
 Movie Review: 0.0"
138,The Classmate's Frolic,['Comedy'],A comedy about a group of school girls who bring a street musician to school with them.,1913-02-04,7,5.0,"Movie Name: The Classmate's Frolic 
 Movie Genre: ['Comedy'] 
 Movie Overview: A comedy about a group of school girls who bring a street musician to school with them. 
 Movie Release Date: 1913-02-04 
 Movie Runtime: 7 
 Movie Review: 5.0"
139,Our Mrs. McChesney,"['Comedy', 'Drama']","Mrs. Emma McChesney is a determined and successful traveling saleswoman for T. A. Buck's Featherbloom Petticoat Company. When Buck dies and his son, T. A. Buck, Jr., takes charge, the company suffers and Emma nearly accepts a job offer from Buck's rival, Abel Fromkin.",1918-09-09,50,0.0,"Movie Name: Our Mrs. McChesney 
 Movie Genre: ['Comedy', 'Drama'] 
 Movie Overview: Mrs. Emma McChesney is a determined and successful traveling saleswoman for T. A. Buck's Featherbloom Petticoat Company. When Buck dies and his son, T. A. Buck, Jr., takes charge, the company suffers and Emma nearly accepts a job offer from Buck's rival, Abel Fromkin. 
 Movie Release Date: 1918-09-09 
 Movie Runtime: 50 
 Movie Review: 0.0"
140,The Woman Gives,['Drama'],A 1920 film directed by Roy William Neill.,1920-03-29,72,0.0,"Movie Name: The Woman Gives 
 Movie Genre: ['Drama'] 
 Movie Overview: A 1920 film directed by Roy William Neill. 
 Movie Release Date: 1920-03-29 
 Movie Runtime: 72 
 Movie Review: 0.0"
141,Kev Adams : Miroir,['Comedy'],,2023-11-03,0,6.0,"Movie Name: Kev Adams : Miroir 
 Movie Genre: ['Comedy'] 
 Movie Overview:  
 Movie Release Date: 2023-11-03 
 Movie Runtime: 0 
 Movie Review: 6.0"
142,A Woman's Business,[],,1920-06-01,0,0.0,"Movie Name: A Woman's Business 
 Movie Genre: [] 
 Movie Overview:  
 Movie Release Date: 1920-06-01 
 Movie Runtime: 0 
 Movie Review: 0.0"
143,Fifth Avenue,['Drama'],"When her cotton crop is burned, Barbara Pelham, a beautiful southern girl, comes to New York to find work as a fashion designer, staying with Mrs. Kemp, a woman she meets on the northbound train. In Mrs. Kemp's house, Barbara encounters Peter Heffner, a wealthy stockbroker, and discovers from him that she has taken up residence in a whorehouse. There is a police raid, but Barbara escapes arrest and returns home. Heffner's son, Neil, goes south to inspect some family property and there meets Barbara, with whom he falls in love. They decide to be married, and she accompanies him to New York, where she meets the elder Heffner for a second time. He denounces her as a whore, but Barbara goes to Mrs. Kemp, who explains the misunderstanding to everyone's satisfaction.",1926-01-24,60,0.0,"Movie Name: Fifth Avenue 
 Movie Genre: ['Drama'] 
 Movie Overview: When her cotton crop is burned, Barbara Pelham, a beautiful southern girl, comes to New York to find work as a fashion designer, staying with Mrs. Kemp, a woman she meets on the northbound train. In Mrs. Kemp's house, Barbara encounters Peter Heffner, a wealthy stockbroker, and discovers from him that she has taken up residence in a whorehouse. There is a police raid, but Barbara escapes arrest and returns home. Heffner's son, Neil, goes south to inspect some family property and there meets Barbara, with whom he falls in love. They decide to be married, and she accompanies him to New York, where she meets the elder Heffner for a second time. He denounces her as a whore, but Barbara goes to Mrs. Kemp, who explains the misunderstanding to everyone's satisfaction. 
 Movie Release Date: 1926-01-24 
 Movie Runtime: 60 
 Movie Review: 0.0"
144,Pieces,[],"A young woman unearths a supernatural presence at her recently deceased grandmother's home when she finds a single jigsaw piece and a note that reads ""FINISH IT"".",,14,0.0,"Movie Name: Pieces 
 Movie Genre: [] 
 Movie Overview: A young woman unearths a supernatural presence at her recently deceased grandmother's home when she finds a single jigsaw piece and a note that reads ""FINISH IT"". 
 Movie Release Date:  
 Movie Runtime: 14 
 Movie Review: 0.0"
145,Making Babies,"['Comedy', 'Drama']","After many years together, a couple decides to have a baby. Throughout their relentless efforts, the partners try to maintain their love and unity. MAKING BABIES is a minimalist comedy drama that takes a bittersweet look at a couple’s life, with its doubts, its challenges and its resilience.",2023-10-08,20,0.0,"Movie Name: Making Babies 
 Movie Genre: ['Comedy', 'Drama'] 
 Movie Overview: After many years together, a couple decides to have a baby. Throughout their relentless efforts, the partners try to maintain their love and unity. MAKING BABIES is a minimalist comedy drama that takes a bittersweet look at a couple’s life, with its doubts, its challenges and its resilience. 
 Movie Release Date: 2023-10-08 
 Movie Runtime: 20 
 Movie Review: 0.0"
